Complaint_id,Subscriber_id,Complaint_date,Resolution_date,description,Complaint_type
CMP005549,SUB030576,2024-07-31 02:33:11,2024-08-10 05:48:56,Customer reported: Call drops. Issue observed in Rajkot area. Ticket escalated to Level 1 support.,Call drops
CMP005550,SUB045342,2020-02-15 21:39:25,2020-02-19 03:34:52,Customer reported: Poor network coverage. Issue observed in Gwalior area. Ticket escalated to Level 2 support.,Poor network coverage
CMP005551,SUB041351,2020-04-16 06:09:46,,Customer reported: Call drops. Issue observed in Coimbatore area. Ticket escalated to Level 2 support.,Call drops
CMP005552,SUB037651,2020-01-18 13:16:01,2020-01-19 22:40:03,Customer reported: Billing issue. Issue observed in Hyderabad area. Ticket escalated to Level 1 support.,Billing issue
CMP005553,SUB042415,2018-12-26 23:41:57,2018-12-29 03:04:44,Customer reported: Slow internet speed. Issue observed in Ghaziabad area. Ticket escalated to Level 1 support.,Slow internet speed
CMP005554,SUB031070,2021-06-29 13:17:54,2021-07-07 02:34:26,Customer reported: Poor network coverage. Issue observed in Gwalior area. Ticket escalated to Level 2 support.,Poor network coverage
CMP005555,SUB020771,2023-01-01 02:14:35,,Customer reported: OTP not received. Issue observed in Kota area. Ticket escalated to Level 3 support.,OTP not received
CMP005556,SUB029449,2024-09-30 20:15:52,2024-10-08 00:59:54,Customer reported: International call problem. Issue observed in Udaipur area. Ticket escalated to Level 3 support.,International call problem
CMP005557,SUB035700,2020-11-23 08:15:33,2020-12-03 14:55:14,Customer reported: Portability delay. Issue observed in Jaipur area. Ticket escalated to Level 1 support.,Portability delay
CMP005558,SUB044964,2024-04-04 13:16:54,2024-04-10 06:16:38,Customer reported: Number portability. Issue observed in Kolhapur area. Ticket escalated to Level 2 support.,Number portability
CMP005559,SUB011779,2022-12-03 18:58:41,2022-12-13 14:28:57,Customer reported: Number portability. Issue observed in Pune area. Ticket escalated to Level 3 support.,Number portability
CMP005560,SUB049116,2024-11-08 01:47:12,2024-11-20 07:00:07,Customer reported: Roaming issue. Issue observed in Mysore area. Ticket escalated to Level 1 support.,Roaming issue
CMP005561,SUB040610,2021-02-01 16:22:52,2021-02-12 08:02:49,Customer reported: International call problem. Issue observed in Indore area. Ticket escalated to Level 2 support.,International call problem
CMP005562,SUB024577,2021-11-02 06:20:58,2021-11-12 22:04:01,Customer reported: Recharge failure. Issue observed in Bellary area. Ticket escalated to Level 1 support.,Recharge failure
CMP005563,SUB025542,2024-03-12 14:08:32,2024-03-16 09:41:32,Customer reported: SIM activation problem. Issue observed in Gandhinagar area. Ticket escalated to Level 3 support.,SIM activation problem
CMP005564,SUB013312,2020-05-14 00:07:33,2020-05-25 13:49:37,Customer reported: Wrong deduction. Issue observed in Bangalore area. Ticket escalated to Level 2 support.,Wrong deduction
CMP005565,SUB029490,2018-05-15 09:06:05,2018-05-22 22:03:52,Customer reported: Billing issue. Issue observed in Indore area. Ticket escalated to Level 2 support.,Billing issue
CMP005566,SUB005123,2021-02-01 21:30:57,2021-02-09 15:07:00,Customer reported: Recharge failure. Issue observed in Agra area. Ticket escalated to Level 1 support.,Recharge failure
CMP005567,SUB045926,2022-04-04 00:25:51,2022-04-16 23:28:45,Customer reported: Roaming issue. Issue observed in Ludhiana area. Ticket escalated to Level 2 support.,Roaming issue
CMP005568,SUB011005,2022-01-14 07:24:32,2022-01-16 12:45:40,Customer reported: Number portability. Issue observed in Indore area. Ticket escalated to Level 2 support.,Number portability
CMP005569,SUB031333,2021-03-03 04:07:22,2021-03-13 10:29:30,Customer reported: Poor network coverage. Issue observed in Guntur area. Ticket escalated to Level 3 support.,Poor network coverage
CMP005570,SUB035206,2024-11-28 11:23:39,2024-12-06 06:01:48,Customer reported: Data not credited. Issue observed in Chandigarh area. Ticket escalated to Level 2 support.,Data not credited
CMP005571,SUB030648,2023-12-15 17:13:57,2023-12-20 17:28:21,Customer reported: International call problem. Issue observed in Tiruchirappalli area. Ticket escalated to Level 2 support.,International call problem
CMP005572,SUB037107,2023-02-28 14:20:31,2023-03-08 18:41:39,Customer reported: Wrong deduction. Issue observed in Kolhapur area. Ticket escalated to Level 2 support.,Wrong deduction
CMP005573,SUB026207,2023-06-07 16:31:23,2023-06-11 11:24:36,Customer reported: OTP not received. Issue observed in Gurgaon area. Ticket escalated to Level 2 support.,OTP not received
CMP005574,SUB014702,2019-07-02 14:31:34,2019-07-08 01:18:08,Customer reported: Roaming issue. Issue observed in Warangal area. Ticket escalated to Level 3 support.,Roaming issue
CMP005575,SUB010910,2020-04-11 00:26:34,2020-04-12 07:31:57,Customer reported: OTP not received. Issue observed in Vijayawada area. Ticket escalated to Level 1 support.,OTP not received
CMP005576,SUB035337,2022-05-24 12:58:31,2022-05-26 09:58:27,Customer reported: SIM activation problem. Issue observed in Patiala area. Ticket escalated to Level 2 support.,SIM activation problem
CMP005577,SUB023744,2024-05-26 09:20:50,2024-06-05 03:22:09,Customer reported: Recharge failure. Issue observed in Kota area. Ticket escalated to Level 2 support.,Recharge failure
CMP005578,SUB029341,2024-05-10 09:27:24,,Customer reported: OTP not received. Issue observed in Mumbai area. Ticket escalated to Level 1 support.,OTP not received
CMP005579,SUB008682,2019-07-30 19:28:33,2019-08-09 19:30:05,Customer reported: Slow internet speed. Issue observed in Patiala area. Ticket escalated to Level 2 support.,Slow internet speed
CMP005580,SUB047076,2024-02-16 00:40:25,2024-02-17 19:07:01,Customer reported: OTP not received. Issue observed in Jalandhar area. Ticket escalated to Level 3 support.,OTP not received
CMP005581,SUB029235,2024-12-09 18:58:29,,Customer reported: International call problem. Issue observed in Amritsar area. Ticket escalated to Level 3 support.,International call problem
CMP005582,SUB013735,2023-05-21 06:49:41,,Customer reported: Slow internet speed. Issue observed in Bangalore area. Ticket escalated to Level 3 support.,Slow internet speed
CMP005583,SUB011739,2021-03-11 21:15:04,2021-03-14 23:48:59,Customer reported: Slow internet speed. Issue observed in Indore area. Ticket escalated to Level 1 support.,Slow internet speed
CMP005584,SUB030574,2021-09-23 00:20:08,2021-10-02 14:57:05,Customer reported: Customer service complaint. Issue observed in Bangalore area. Ticket escalated to Level 2 support.,Customer service complaint
CMP005585,SUB046302,2024-12-19 14:25:12,,Customer reported: Data not credited. Issue observed in Vijayawada area. Ticket escalated to Level 1 support.,Data not credited
CMP005586,SUB047491,2021-11-22 12:39:28,2021-11-23 20:58:42,Customer reported: Roaming issue. Issue observed in Meerut area. Ticket escalated to Level 3 support.,Roaming issue
CMP005587,SUB002965,2023-01-18 08:16:23,2023-01-28 20:46:08,Customer reported: Wrong deduction. Issue observed in Mumbai area. Ticket escalated to Level 3 support.,Wrong deduction
CMP005588,SUB025679,2024-04-17 09:01:03,2024-04-24 23:59:04,Customer reported: Call drops. Issue observed in Ujjain area. Ticket escalated to Level 2 support.,Call drops
CMP005589,SUB030848,2020-02-15 06:56:56,2020-02-28 19:00:34,Customer reported: Call drops. Issue observed in Mysore area. Ticket escalated to Level 1 support.,Call drops
CMP005590,SUB046516,2022-11-29 17:16:45,2022-12-01 07:05:24,Customer reported: Portability delay. Issue observed in Lucknow area. Ticket escalated to Level 3 support.,Portability delay
CMP005591,SUB046455,2021-03-16 08:48:24,2021-03-18 12:12:00,Customer reported: OTP not received. Issue observed in Ahmedabad area. Ticket escalated to Level 2 support.,OTP not received
CMP005592,SUB017421,2023-12-09 06:14:16,2023-12-19 07:26:14,Customer reported: Poor network coverage. Issue observed in Madurai area. Ticket escalated to Level 1 support.,Poor network coverage
CMP005593,SUB031445,2020-10-18 07:20:45,2020-10-31 19:47:25,Customer reported: Call drops. Issue observed in Jodhpur area. Ticket escalated to Level 1 support.,Call drops
CMP005594,SUB029784,2020-10-26 16:23:03,2020-11-07 00:06:08,Customer reported: Data not credited. Issue observed in Chandigarh area. Ticket escalated to Level 2 support.,Data not credited
CMP005595,SUB015437,2020-11-30 06:46:33,2020-12-07 10:19:17,Customer reported: Data not credited. Issue observed in Nashik area. Ticket escalated to Level 3 support.,Data not credited
CMP005596,SUB021923,2024-02-28 00:19:51,2024-03-01 23:46:44,Customer reported: International call problem. Issue observed in Jodhpur area. Ticket escalated to Level 1 support.,International call problem
CMP005597,SUB044698,2020-02-13 21:33:46,2020-02-17 08:27:57,Customer reported: International call problem. Issue observed in Meerut area. Ticket escalated to Level 1 support.,International call problem
CMP005598,SUB028668,2023-05-24 17:44:15,2023-06-06 08:50:41,Customer reported: Wrong deduction. Issue observed in Bikaner area. Ticket escalated to Level 2 support.,Wrong deduction
CMP005599,SUB031323,2019-04-04 08:33:14,2019-04-06 00:08:32,Customer reported: Poor network coverage. Issue observed in Warangal area. Ticket escalated to Level 1 support.,Poor network coverage
CMP005600,SUB011768,2024-07-29 21:07:47,2024-08-06 15:58:56,Customer reported: SIM activation problem. Issue observed in Kota area. Ticket escalated to Level 1 support.,SIM activation problem
CMP005601,SUB021120,2020-11-19 05:58:59,2020-12-02 14:57:55,Customer reported: Recharge failure. Issue observed in Bellary area. Ticket escalated to Level 1 support.,Recharge failure
CMP005602,SUB028367,2022-11-28 10:08:33,2022-12-02 11:37:04,Customer reported: Poor network coverage. Issue observed in Vadodara area. Ticket escalated to Level 2 support.,Poor network coverage
CMP005603,SUB043516,2023-02-02 20:49:31,2023-02-08 11:31:45,Customer reported: Roaming issue. Issue observed in Durgapur area. Ticket escalated to Level 1 support.,Roaming issue
CMP005604,SUB018782,2023-08-30 17:14:22,2023-09-09 23:06:03,Customer reported: Data not credited. Issue observed in Vadodara area. Ticket escalated to Level 2 support.,Data not credited
CMP005605,SUB026023,2021-05-28 17:10:50,2021-06-03 09:28:14,Customer reported: International call problem. Issue observed in Chennai area. Ticket escalated to Level 1 support.,International call problem
CMP005606,SUB035212,2022-08-04 18:56:30,2022-08-11 06:35:33,Customer reported: International call problem. Issue observed in Bellary area. Ticket escalated to Level 2 support.,International call problem
CMP005607,SUB034700,2022-07-27 16:10:36,,Customer reported: Customer service complaint. Issue observed in Noida area. Ticket escalated to Level 3 support.,Customer service complaint
CMP005608,SUB003556,2023-04-08 07:52:18,2023-04-10 19:18:17,Customer reported: Portability delay. Issue observed in Guntur area. Ticket escalated to Level 3 support.,Portability delay
CMP005609,SUB010509,2023-07-08 20:54:52,2023-07-12 18:27:58,Customer reported: SIM activation problem. Issue observed in Tiruchirappalli area. Ticket escalated to Level 1 support.,SIM activation problem
CMP005610,SUB048437,2023-10-24 23:21:09,,Customer reported: International call problem. Issue observed in Agra area. Ticket escalated to Level 1 support.,International call problem
CMP005611,SUB032309,2019-08-02 02:58:57,,Customer reported: OTP not received. Issue observed in Noida area. Ticket escalated to Level 2 support.,OTP not received
CMP005612,SUB038378,2022-01-07 01:13:11,2022-01-17 20:58:55,Customer reported: Roaming issue. Issue observed in Vadodara area. Ticket escalated to Level 2 support.,Roaming issue
CMP005613,SUB040407,2023-03-22 19:57:28,2023-03-31 15:16:36,Customer reported: OTP not received. Issue observed in Nashik area. Ticket escalated to Level 1 support.,OTP not received
CMP005614,SUB010712,2024-10-14 22:52:47,2024-10-26 01:39:34,Customer reported: Recharge failure. Issue observed in Mumbai area. Ticket escalated to Level 3 support.,Recharge failure
CMP005615,SUB016179,2020-05-17 22:45:24,2020-05-22 14:24:35,Customer reported: Slow internet speed. Issue observed in Aurangabad area. Ticket escalated to Level 1 support.,Slow internet speed
CMP005616,SUB027740,2021-11-17 19:17:19,2021-11-21 22:29:22,Customer reported: Data not credited. Issue observed in Patiala area. Ticket escalated to Level 3 support.,Data not credited
CMP005617,SUB010924,2023-08-05 07:26:52,2023-08-15 06:49:38,Customer reported: International call problem. Issue observed in Guntur area. Ticket escalated to Level 2 support.,International call problem
CMP005618,SUB020518,2022-04-15 15:42:32,2022-04-21 04:02:06,Customer reported: Call drops. Issue observed in Mangalore area. Ticket escalated to Level 1 support.,Call drops
CMP005619,SUB002979,2018-11-07 20:04:07,2018-11-12 19:54:52,Customer reported: Poor network coverage. Issue observed in Jalandhar area. Ticket escalated to Level 1 support.,Poor network coverage
CMP005620,SUB047117,2021-02-02 18:12:49,2021-02-03 21:12:37,Customer reported: Poor network coverage. Issue observed in Thane area. Ticket escalated to Level 1 support.,Poor network coverage
CMP005621,SUB034977,2022-09-20 01:59:13,2022-09-27 18:46:56,Customer reported: Data not credited. Issue observed in Kolkata area. Ticket escalated to Level 1 support.,Data not credited
CMP005622,SUB042489,2024-08-26 19:37:49,,Customer reported: SIM activation problem. Issue observed in Delhi area. Ticket escalated to Level 1 support.,SIM activation problem
CMP005623,SUB010122,2024-11-25 16:34:30,,Customer reported: OTP not received. Issue observed in Indore area. Ticket escalated to Level 3 support.,OTP not received
CMP005624,SUB017819,2020-12-05 22:16:50,2020-12-08 14:58:32,Customer reported: Slow internet speed. Issue observed in Mangalore area. Ticket escalated to Level 2 support.,Slow internet speed
CMP005625,SUB009384,2018-05-21 23:32:00,2018-05-29 14:37:51,Customer reported: Call drops. Issue observed in Kolkata area. Ticket escalated to Level 3 support.,Call drops
CMP005626,SUB033705,2021-04-05 16:42:11,2021-04-12 16:54:49,Customer reported: Call drops. Issue observed in Patiala area. Ticket escalated to Level 1 support.,Call drops
