Tower_id,capacity,covrage_area,location,Tower_status
1484,200,Highway,"Ghaziabad, Uttar Pradesh — Sector 49",active
1485,300,Mall,"Ujjain, Madhya Pradesh — Sector 21",active
1486,1000,Residential,"Mangalore, Karnataka — Sector 49",active
1487,100,Urban,"Mangalore, Karnataka — Sector 47",active
1488,300,Airport,"Agra, Uttar Pradesh — Sector 2",active
1489,100,Residential,"Ludhiana, Punjab — Sector 47",active
1490,500,Suburban,"Junagadh, Gujarat — Sector 50",active
1491,300,Highway,"Bhavnagar, Gujarat — Sector 48",active
1492,200,Commercial,"Ujjain, Madhya Pradesh — Sector 37",active
1493,200,Residential,"Nagpur, Maharashtra — Sector 36",active
1494,100,Railway Station,"Surat, Gujarat — Sector 10",active
1495,200,Highway,"Bikaner, Rajasthan — Sector 9",inactive
1496,750,Industrial,"Howrah, West Bengal — Sector 8",active
1497,200,Industrial,"Agra, Uttar Pradesh — Sector 2",active
1498,1000,Mall,"Jalandhar, Punjab — Sector 33",active
1499,300,Commercial,"Salem, Tamil Nadu — Sector 16",active
1500,500,Highway,"Ludhiana, Punjab — Sector 43",active
1501,100,Railway Station,"Delhi, Delhi — Sector 19",active
1502,500,Highway,"Ujjain, Madhya Pradesh — Sector 50",active
1503,500,Industrial,"Jodhpur, Rajasthan — Sector 13",active
1504,500,Highway,"Kolhapur, Maharashtra — Sector 25",active
1505,100,Airport,"Durgapur, West Bengal — Sector 6",maintenance
1506,200,Industrial,"Amritsar, Punjab — Sector 43",active
1507,1000,Suburban,"Junagadh, Gujarat — Sector 44",active
1508,200,Industrial,"Chennai, Tamil Nadu — Sector 39",active
1509,500,Railway Station,"Gandhinagar, Gujarat — Sector 5",active
1510,200,Urban,"Chandigarh, Punjab — Sector 26",active
1511,300,Rural,"Jabalpur, Madhya Pradesh — Sector 42",active
1512,1000,Airport,"Patiala, Punjab — Sector 14",active
1513,1000,Commercial,"Solapur, Maharashtra — Sector 19",active
1514,200,Commercial,"Visakhapatnam, Andhra Pradesh — Sector 22",active
1515,750,Airport,"Ludhiana, Punjab — Sector 38",active
1516,750,Industrial,"Nagpur, Maharashtra — Sector 21",active
1517,300,Railway Station,"Mysore, Karnataka — Sector 44",active
1518,1000,Rural,"Junagadh, Gujarat — Sector 8",active
1519,750,Urban,"Delhi, Delhi — Sector 15",active
1520,100,Urban,"Hyderabad, Telangana — Sector 6",inactive
1521,100,Commercial,"Jaipur, Rajasthan — Sector 15",active
1522,750,Residential,"Bikaner, Rajasthan — Sector 14",inactive
1523,100,Urban,"Nashik, Maharashtra — Sector 8",inactive
1524,750,Railway Station,"Udaipur, Rajasthan — Sector 8",active
1525,1000,Urban,"Salem, Tamil Nadu — Sector 34",active
1526,500,Residential,"Kolhapur, Maharashtra — Sector 5",active
1527,300,Mall,"Amritsar, Punjab — Sector 39",active
1528,500,Commercial,"Amritsar, Punjab — Sector 4",active
1529,200,Rural,"Rajkot, Gujarat — Sector 31",inactive
1530,750,Industrial,"Faridabad, Haryana — Sector 2",inactive
1531,300,Mall,"Jodhpur, Rajasthan — Sector 33",active
1532,500,Suburban,"Asansol, West Bengal — Sector 23",active
1533,750,Industrial,"Udaipur, Rajasthan — Sector 6",active
1534,200,Industrial,"Agra, Uttar Pradesh — Sector 41",active
1535,1000,Suburban,"Kota, Rajasthan — Sector 10",active
1536,200,Suburban,"Noida, Uttar Pradesh — Sector 43",active
1537,500,Commercial,"Gwalior, Madhya Pradesh — Sector 5",active
1538,100,Commercial,"Noida, Uttar Pradesh — Sector 42",active
1539,1000,Suburban,"Indore, Madhya Pradesh — Sector 11",active
1540,300,Mall,"Junagadh, Gujarat — Sector 36",active
1541,200,Urban,"Amritsar, Punjab — Sector 40",active
1542,300,Urban,"Jamnagar, Gujarat — Sector 15",active
1543,200,Suburban,"Jalandhar, Punjab — Sector 30",active
1544,1000,Railway Station,"Gwalior, Madhya Pradesh — Sector 42",active
1545,100,Suburban,"Kota, Rajasthan — Sector 17",active
1546,200,Airport,"Ghaziabad, Uttar Pradesh — Sector 35",active
1547,1000,Rural,"Bhopal, Madhya Pradesh — Sector 26",active
1548,300,Railway Station,"Coimbatore, Tamil Nadu — Sector 8",active
1549,200,Airport,"Gurgaon, Haryana — Sector 26",active
1550,500,Suburban,"Asansol, West Bengal — Sector 21",active
1551,1000,Mall,"Junagadh, Gujarat — Sector 30",active
1552,500,Railway Station,"Aurangabad, Maharashtra — Sector 11",active
1553,500,Industrial,"Jamnagar, Gujarat — Sector 31",active
1554,500,Mall,"Rajkot, Gujarat — Sector 49",active
1555,200,Railway Station,"Durgapur, West Bengal — Sector 17",active
1556,750,Suburban,"Guntur, Andhra Pradesh — Sector 25",active
1557,1000,Airport,"Howrah, West Bengal — Sector 3",active
1558,500,Railway Station,"Lucknow, Uttar Pradesh — Sector 40",active
1559,1000,Highway,"Bellary, Karnataka — Sector 43",active
1560,750,Railway Station,"Warangal, Telangana — Sector 47",active
1561,100,Airport,"Howrah, West Bengal — Sector 15",active
1562,1000,Airport,"Gwalior, Madhya Pradesh — Sector 49",active
1563,1000,Mall,"Bhopal, Madhya Pradesh — Sector 6",active
1564,100,Railway Station,"Ludhiana, Punjab — Sector 36",active
1565,100,Urban,"Meerut, Uttar Pradesh — Sector 11",active
1566,200,Commercial,"Ghaziabad, Uttar Pradesh — Sector 41",maintenance
1567,500,Industrial,"Kota, Rajasthan — Sector 9",active
1568,750,Airport,"Hubli, Karnataka — Sector 17",active
1569,750,Airport,"Ludhiana, Punjab — Sector 22",active
1570,500,Rural,"Bhavnagar, Gujarat — Sector 29",active
1571,500,Railway Station,"Bikaner, Rajasthan — Sector 4",maintenance
1572,300,Mall,"Chandigarh, Punjab — Sector 43",active
1573,200,Airport,"Hyderabad, Telangana — Sector 29",active
1574,750,Mall,"Meerut, Uttar Pradesh — Sector 1",active
1575,500,Mall,"Chandigarh, Punjab — Sector 27",active
1576,200,Urban,"Kota, Rajasthan — Sector 3",active
1577,500,Urban,"Surat, Gujarat — Sector 20",active
1578,200,Railway Station,"Kolhapur, Maharashtra — Sector 4",active
1579,100,Mall,"Siliguri, West Bengal — Sector 35",active
1580,300,Rural,"Madurai, Tamil Nadu — Sector 33",maintenance
1581,300,Rural,"Gurgaon, Haryana — Sector 36",active
1582,300,Rural,"Lucknow, Uttar Pradesh — Sector 38",maintenance
1583,300,Highway,"Salem, Tamil Nadu — Sector 6",active
1584,100,Residential,"Indore, Madhya Pradesh — Sector 44",active
1585,500,Rural,"Jodhpur, Rajasthan — Sector 43",active
1586,200,Commercial,"Udaipur, Rajasthan — Sector 48",active
1587,1000,Urban,"Solapur, Maharashtra — Sector 27",maintenance
1588,1000,Suburban,"Meerut, Uttar Pradesh — Sector 33",active
1589,200,Industrial,"Jalandhar, Punjab — Sector 33",active
1590,750,Rural,"Bangalore, Karnataka — Sector 15",active
1591,500,Railway Station,"Bhavnagar, Gujarat — Sector 47",inactive
1592,300,Industrial,"Mysore, Karnataka — Sector 10",active
1593,1000,Rural,"Solapur, Maharashtra — Sector 31",active
1594,500,Mall,"Amritsar, Punjab — Sector 45",active
1595,300,Industrial,"Ludhiana, Punjab — Sector 1",active
1596,750,Suburban,"Visakhapatnam, Andhra Pradesh — Sector 16",active
1597,1000,Industrial,"Coimbatore, Tamil Nadu — Sector 39",active
1598,500,Airport,"Jalandhar, Punjab — Sector 9",active
1599,200,Suburban,"Kota, Rajasthan — Sector 17",active
1600,200,Airport,"Ahmedabad, Gujarat — Sector 42",active
1601,100,Residential,"Madurai, Tamil Nadu — Sector 8",active
1602,100,Airport,"Jamnagar, Gujarat — Sector 32",active
1603,750,Rural,"Vadodara, Gujarat — Sector 25",active
1604,200,Railway Station,"Surat, Gujarat — Sector 40",active
1605,100,Airport,"Kolkata, West Bengal — Sector 33",active
1606,200,Industrial,"Hubli, Karnataka — Sector 40",active
1607,100,Highway,"Kolkata, West Bengal — Sector 4",active
1608,1000,Highway,"Chennai, Tamil Nadu — Sector 46",active
1609,300,Airport,"Jaipur, Rajasthan — Sector 37",active
1610,1000,Rural,"Delhi, Delhi — Sector 14",active
1611,200,Urban,"Gandhinagar, Gujarat — Sector 42",active
1612,750,Mall,"Jalandhar, Punjab — Sector 45",active
1613,200,Suburban,"Jalandhar, Punjab — Sector 36",active
1614,1000,Mall,"Nagpur, Maharashtra — Sector 16",maintenance
1615,750,Highway,"Kota, Rajasthan — Sector 24",active
1616,300,Residential,"Gurgaon, Haryana — Sector 4",active
1617,750,Mall,"Salem, Tamil Nadu — Sector 49",active
1618,300,Railway Station,"Hyderabad, Telangana — Sector 2",active
1619,200,Urban,"Howrah, West Bengal — Sector 50",active
1620,200,Mall,"Junagadh, Gujarat — Sector 2",active
1621,200,Airport,"Ajmer, Rajasthan — Sector 33",maintenance
1622,1000,Industrial,"Guntur, Andhra Pradesh — Sector 47",active
1623,500,Residential,"Chennai, Tamil Nadu — Sector 28",active
1624,1000,Commercial,"Hyderabad, Telangana — Sector 34",active
1625,200,Urban,"Ujjain, Madhya Pradesh — Sector 25",active
1626,200,Airport,"Chennai, Tamil Nadu — Sector 1",active
1627,750,Airport,"Howrah, West Bengal — Sector 26",active
1628,200,Railway Station,"Tiruchirappalli, Tamil Nadu — Sector 22",active
1629,200,Industrial,"Mysore, Karnataka — Sector 13",active
1630,1000,Airport,"Mysore, Karnataka — Sector 40",active
1631,100,Urban,"Vijayawada, Andhra Pradesh — Sector 29",inactive
1632,200,Suburban,"Nagpur, Maharashtra — Sector 35",active
1633,200,Rural,"Ujjain, Madhya Pradesh — Sector 3",active
1634,100,Mall,"Pune, Maharashtra — Sector 37",inactive
1635,100,Suburban,"Jalandhar, Punjab — Sector 10",active
1636,500,Commercial,"Gandhinagar, Gujarat — Sector 44",active
1637,750,Airport,"Chandigarh, Punjab — Sector 1",active
1638,300,Urban,"Hubli, Karnataka — Sector 23",active
1639,200,Railway Station,"Vadodara, Gujarat — Sector 18",maintenance
1640,1000,Residential,"Jalandhar, Punjab — Sector 12",active
1641,300,Railway Station,"Gandhinagar, Gujarat — Sector 1",active
1642,300,Railway Station,"Mangalore, Karnataka — Sector 43",active
1643,750,Highway,"Visakhapatnam, Andhra Pradesh — Sector 14",active
1644,1000,Residential,"Jalandhar, Punjab — Sector 11",active
1645,300,Urban,"Hubli, Karnataka — Sector 1",active
1646,1000,Airport,"Nagpur, Maharashtra — Sector 38",maintenance
1647,500,Industrial,"Bikaner, Rajasthan — Sector 36",active
1648,750,Industrial,"Faridabad, Haryana — Sector 7",active
1649,1000,Commercial,"Kota, Rajasthan — Sector 22",active
1650,100,Mall,"Patiala, Punjab — Sector 8",active
1651,750,Airport,"Thane, Maharashtra — Sector 39",active
1652,750,Airport,"Howrah, West Bengal — Sector 27",active
1653,750,Suburban,"Agra, Uttar Pradesh — Sector 19",active
1654,500,Commercial,"Gwalior, Madhya Pradesh — Sector 12",active
1655,200,Commercial,"Siliguri, West Bengal — Sector 39",active
1656,500,Industrial,"Madurai, Tamil Nadu — Sector 43",active
1657,200,Industrial,"Siliguri, West Bengal — Sector 40",maintenance
1658,100,Airport,"Jodhpur, Rajasthan — Sector 44",active
1659,100,Suburban,"Amritsar, Punjab — Sector 1",active
1660,1000,Mall,"Ahmedabad, Gujarat — Sector 25",active
1661,1000,Residential,"Jalandhar, Punjab — Sector 1",active
1662,500,Rural,"Gurgaon, Haryana — Sector 18",active
1663,500,Railway Station,"Rajkot, Gujarat — Sector 20",active
1664,750,Rural,"Kolhapur, Maharashtra — Sector 6",inactive
1665,200,Urban,"Bangalore, Karnataka — Sector 22",active
1666,100,Mall,"Siliguri, West Bengal — Sector 39",active
1667,100,Highway,"Bikaner, Rajasthan — Sector 50",active
1668,500,Suburban,"Bhopal, Madhya Pradesh — Sector 33",active
1669,750,Suburban,"Patiala, Punjab — Sector 43",active
1670,100,Railway Station,"Gurgaon, Haryana — Sector 33",active
1671,200,Highway,"Jodhpur, Rajasthan — Sector 43",active
1672,300,Airport,"Bangalore, Karnataka — Sector 11",active
1673,500,Residential,"Junagadh, Gujarat — Sector 17",maintenance
1674,750,Industrial,"Jalandhar, Punjab — Sector 43",active
1675,300,Railway Station,"Gwalior, Madhya Pradesh — Sector 25",active
1676,500,Mall,"Vadodara, Gujarat — Sector 19",active
1677,300,Railway Station,"Jodhpur, Rajasthan — Sector 17",active
1678,100,Suburban,"Aurangabad, Maharashtra — Sector 11",active
1679,200,Mall,"Delhi, Delhi — Sector 14",active
1680,300,Railway Station,"Ujjain, Madhya Pradesh — Sector 4",active
1681,750,Industrial,"Nagpur, Maharashtra — Sector 24",inactive
1682,750,Commercial,"Jodhpur, Rajasthan — Sector 3",active
1683,100,Residential,"Bhavnagar, Gujarat — Sector 30",active
1684,1000,Industrial,"Ajmer, Rajasthan — Sector 43",active
1685,300,Suburban,"Mumbai, Maharashtra — Sector 8",active
1686,200,Airport,"Noida, Uttar Pradesh — Sector 36",active
1687,1000,Highway,"Ujjain, Madhya Pradesh — Sector 5",active
1688,750,Industrial,"Ahmedabad, Gujarat — Sector 5",active
1689,500,Airport,"Patiala, Punjab — Sector 7",active
1690,100,Industrial,"Bikaner, Rajasthan — Sector 14",active
1691,750,Highway,"Durgapur, West Bengal — Sector 13",active
1692,200,Residential,"Junagadh, Gujarat — Sector 26",active
1693,500,Industrial,"Asansol, West Bengal — Sector 38",active
1694,500,Rural,"Thane, Maharashtra — Sector 34",active
1695,200,Industrial,"Mumbai, Maharashtra — Sector 46",active
1696,1000,Mall,"Mangalore, Karnataka — Sector 36",active
1697,750,Urban,"Madurai, Tamil Nadu — Sector 42",active
1698,1000,Highway,"Patiala, Punjab — Sector 35",active
1699,1000,Residential,"Surat, Gujarat — Sector 3",active
1700,300,Commercial,"Nashik, Maharashtra — Sector 13",active
1701,200,Residential,"Asansol, West Bengal — Sector 33",maintenance
1702,750,Airport,"Bikaner, Rajasthan — Sector 20",active
1703,750,Industrial,"Kolkata, West Bengal — Sector 37",active
1704,200,Urban,"Bellary, Karnataka — Sector 8",active
1705,200,Suburban,"Indore, Madhya Pradesh — Sector 42",active
1706,200,Industrial,"Junagadh, Gujarat — Sector 21",active
1707,300,Suburban,"Amritsar, Punjab — Sector 26",active
1708,750,Mall,"Faridabad, Haryana — Sector 14",maintenance
1709,300,Mall,"Delhi, Delhi — Sector 28",active
1710,200,Highway,"Amritsar, Punjab — Sector 36",active
1711,200,Rural,"Gandhinagar, Gujarat — Sector 18",active
1712,300,Residential,"Hyderabad, Telangana — Sector 22",maintenance
1713,750,Airport,"Patiala, Punjab — Sector 3",active
1714,200,Rural,"Indore, Madhya Pradesh — Sector 26",active
1715,750,Industrial,"Asansol, West Bengal — Sector 18",active
1716,200,Mall,"Howrah, West Bengal — Sector 34",active
1717,300,Railway Station,"Jaipur, Rajasthan — Sector 34",active
1718,100,Highway,"Jamnagar, Gujarat — Sector 50",active
1719,750,Rural,"Jabalpur, Madhya Pradesh — Sector 50",active
1720,300,Commercial,"Vadodara, Gujarat — Sector 9",active
1721,300,Suburban,"Amritsar, Punjab — Sector 46",active
1722,750,Industrial,"Udaipur, Rajasthan — Sector 25",active
1723,200,Residential,"Jodhpur, Rajasthan — Sector 45",maintenance
1724,500,Mall,"Noida, Uttar Pradesh — Sector 24",maintenance
1725,750,Highway,"Mangalore, Karnataka — Sector 38",maintenance
1726,1000,Suburban,"Mangalore, Karnataka — Sector 20",active
1727,750,Airport,"Meerut, Uttar Pradesh — Sector 24",active
1728,750,Commercial,"Visakhapatnam, Andhra Pradesh — Sector 42",active
1729,1000,Urban,"Surat, Gujarat — Sector 13",active
1730,300,Residential,"Gandhinagar, Gujarat — Sector 41",active
1731,500,Rural,"Visakhapatnam, Andhra Pradesh — Sector 29",active
1732,500,Residential,"Udaipur, Rajasthan — Sector 20",active
1733,200,Rural,"Indore, Madhya Pradesh — Sector 15",active
1734,100,Industrial,"Siliguri, West Bengal — Sector 5",active
1735,200,Rural,"Aurangabad, Maharashtra — Sector 7",active
1736,750,Urban,"Bangalore, Karnataka — Sector 5",active
1737,100,Urban,"Mysore, Karnataka — Sector 1",active
1738,1000,Industrial,"Lucknow, Uttar Pradesh — Sector 30",active
1739,300,Highway,"Nashik, Maharashtra — Sector 35",active
1740,500,Industrial,"Bhopal, Madhya Pradesh — Sector 40",maintenance
1741,500,Railway Station,"Aurangabad, Maharashtra — Sector 33",active
1742,500,Suburban,"Mangalore, Karnataka — Sector 36",active
1743,1000,Suburban,"Coimbatore, Tamil Nadu — Sector 47",active
1744,750,Mall,"Chennai, Tamil Nadu — Sector 20",active
1745,300,Railway Station,"Rajkot, Gujarat — Sector 46",maintenance
1746,200,Airport,"Jalandhar, Punjab — Sector 33",active
1747,1000,Rural,"Durgapur, West Bengal — Sector 9",active
1748,500,Mall,"Mumbai, Maharashtra — Sector 36",active
1749,300,Urban,"Patiala, Punjab — Sector 35",active
1750,200,Mall,"Warangal, Telangana — Sector 33",active
1751,200,Railway Station,"Kolkata, West Bengal — Sector 25",inactive
1752,750,Airport,"Salem, Tamil Nadu — Sector 34",active
1753,750,Mall,"Hyderabad, Telangana — Sector 20",active
1754,300,Rural,"Siliguri, West Bengal — Sector 5",active
1755,300,Airport,"Nashik, Maharashtra — Sector 21",maintenance
1756,100,Commercial,"Siliguri, West Bengal — Sector 42",active
1757,300,Urban,"Visakhapatnam, Andhra Pradesh — Sector 8",active
1758,300,Suburban,"Hubli, Karnataka — Sector 39",active
1759,750,Residential,"Ludhiana, Punjab — Sector 30",active
1760,750,Residential,"Jamnagar, Gujarat — Sector 19",active
1761,500,Railway Station,"Howrah, West Bengal — Sector 14",active
1762,300,Suburban,"Howrah, West Bengal — Sector 8",active
1763,300,Mall,"Jamnagar, Gujarat — Sector 29",inactive
1764,300,Urban,"Bangalore, Karnataka — Sector 28",active
1765,200,Urban,"Faridabad, Haryana — Sector 22",active
